word	phoneme	tag
বড্ড	b o D D O	native
বতক	b o t o k	native
বতর	b o t O r	native
বত্ত	b o tt O	native
বদ	b o d	native
বদন	b o d O n	native
বদর	b o d O r	native
বদরগঞ্জ	b o d O r g o nj	tatsama
বদল	b o d O l	native
বদস্ত	b o d o st O	loanword_nativized
বদহজম	b o d h o j O m	native
বদ্ধ	b o d dh O	tatsama
বধ	b o dh	native
বন	b o n	native
বনজ	b o n O j	native
বনজংগল	b o n j o ng g o l	native
বনধ	b o n dh o	native
বনবন	b o n b o n	native
বনশল	b o n o sh o l	native
বনসংরক্ষক	b o n sh o ng r o kkh o k	tatsama
বনসংলগ্ন	b o n sh o ng l o g n O	native
বনসম্পদ	b o n sh o mp o d	native
বনসহ	b o n sh o h O	native
বন্টক	b o n T o k	native
বন্টন	b o n T O n	native
বন্টনসহ	b o n T o n sh o h O	native
বন্ঠ	b o n Th O	native
বন্ড	b o n D	loanword
বন্ডসহ	b o n D sh o h O	loanword
বন্দ	b o nd O	native
বন্দক	b o nd o k	native
বন্দন	b o nd o n	native
বন্দর	b o nd O r	loanword_nativized
বন্দরনগর	b o nd O r n o g O r	native
বন্দরসহ	b o nd O r sh o h O	native
বন্দ্য	b o nd O	native
বন্ধ	b o ndh O	tatsama
বন্ধক	b o ndh o k	tatsama
বন্ধন	b o ndh O n	tatsama
বন্ধসহ	b o ndh o sh o h O	tatsama
বন্ধ্	b o ndh	tatsama
বন্ধ্য	b o n dh O	tatsama
বন্ধ্যত্ব	b o n dh O tt O	tatsama
বন্ন	b o nn O	native
বন্নক	b o nn O k	native
বন্য	b O n n O	native
বপন	b o p O n	native
বপ্তব্য	b o p t O b b O	native
বপ্র	b o pr O	native
বব	b o b	native
ববমবম	b o b o m b o m	native
বম	b o m	native
বমন	b o m O n	native
বমবম	b o m b o m	native
বম্ব	b o mb	loanword
বম্ভ	b o m bh O	native
বয়	b o y	native
বয়ঃ	b o y O h	tatsama
বয়কট	b o y k o T	loanword
বয়কটরত	b o y k o T r o t o	loanword
বয়ন	b o y O n	native
বয়ল	b o y o l	native
বয়স	b o y O sh	native
বয়স্ক	b o y O s k O	tatsama
বয়স্য	b o y O sh sh O	native
বর	b o r	native
বরং	b o r O ng	native
বরংচ	b o r O ng ch O	native
বরক	b o r o k	native
বরকত	b o r k O t	native
বরকতময়	b o r k o t m o y	native
বরকল	b o r k o l	native
বরখত	b o r o kh o t	native
বরচন্দন	b o r ch o nd o n	native
বরজ	b o r O j	native
বরজসহ	b o r o j sh o h O	native
বরঞ্চ	b o r O nch O	tatsama
বরত	b o r o t	native
বরতরফ	b o r t o r O ph	native
বরন	b o r o n	native
বরন্ড	b o r o n D O	native
বরপক্ষ	b o r p o kkh O	tatsama
বরফ	b o r O ph	native
বরফকল	b o r o ph k o l	native
বরফখন্ড	b o r o ph kh o n D O	native
বরশ	b o r o sh	native
বরসহ	b o r sh o h O	native
বরহ	b o r o h	native
বরহক	b o r o h o k	native
বর্গ	b o r g O	native
বর্চঃ	b o r ch O h	tatsama
বর্জক	b o r j O k	native
বর্জন	b o r j O n	native
বর্জনসহ	b o r j o n sh o h O	native
বর্জ্য	b o r j O	native
বর্তক	b o r t O k	native
বর্তন	b o r t O n	native
বর্ত্তন	b o r t o n	native
বর্ত্ম	b o r t O	native
বর্ধক	b o r dh O k	native
বর্ধন	b o r dh O n	native
বর্ন	b o r n O	native
বর্নগত	b o r n o g o t o	native
বর্নন	b o r n o n	native
বর্নসহ	b o r n o sh o h O	native
বর্ব	b o r b O	native
বর্বর	b o r b o r	native
বর্বরতম	b o r b o r O t o m O	native
বর্ম	b o r m O	native
বর্মন	b o r m O n	native
বর্য	b o r j O	native
বর্ষ	b o r sh O	tatsama
বর্ষন	b o r sh O n	tatsama
বর্ষবরন	b o r sh o b o r o n	tatsama
বর্হ	b o r h O	native
বল	b o l	native
বলক	b o l O k	native
বলক্ষ	b o l O kkh O	tatsama
বলছ	b O l chh O	native
বলত	b O l t O	native
বলদ	b o l O d	native
বলন	b o l O n	native
বলব	b O l b O	native
বলবত	b o l O b o t O	native
বলবত্	b o l o b o t	native
বলবয়	b o l b o y	native
বলবৎ	b o l b O t	native
বলয়	b o l o y	native
বলল	b O l l O	native
বলস	b o l s	native
বল্ক	b o l k	loanword
বল্গ	b o l g O	native
বল্য	b O l l O	native
বল্লব	b o l l o b	native
বল্লভ	b o l l o bh	native
বল্লম	b o l l O m	native
বল্লমসহ	b o l l o m sh o h O	native
বশ	b o sh	native
বশংবদ	b o sh o ng b o d	native
বশট্	b o sh O T	native
বশত	b o sh t O	native
বশতঃ	b o sh t o	tatsama
বশর	b o sh O r	native
বশ্য	b O sh sh O	native
বস	b o sh O	native
বসটক	b o sh T o k	native
বসত	b o sh O t	native
বসতঘর	b o sh O t gh o r	native
বসতঘরসহ	b o sh o t gh o r sh o h O	native
বসন	b o sh O n	native
বসন্ত	b o sh O nt O	native
বসন্তবরন	b o sh O nt O b o r O n	native
বসব	b O sh b O	native
বসয়	b o sh o y	native
বসল	b O sh l O	native
বস্ক	b o s k	loanword
বস্টন	b o s T o n	loanword
বস্তব্য	b o st O b b O	native
বস্ত্র	b o s t r O	native
বস্ত্রকল	b o s t r O k o l	native
বস্ত্রপন্য	b o s t r O p o n n O	native
বস্ত্রহরণ	b o s t r O h o r O n	tatsama
বস্ত্রহরন	b o s t r O h o r O n	native
বহ	b o h O	native
বহত	b o h o t o	native
বহন	b o h O n	native
বহর	b o h O r	native
বহল	b o h o l o	native
ব্যংগ	b A ng g O	native
ব্যংগ্য	b A ng g O	native
ব্যক্ত	b A kt O	native
ব্যগ	b A g	native
ব্যগ্র	b A gr O	native
ব্যজন	b A j O n	native
ব্যঞ্জক	b A nj O k	tatsama
ব্যঞ্জন	b A nj O n	tatsama
ব্যঞ্জনবর্ণ	b A nj O n b o r n O	tatsama
ব্যঞ্জনবর্ন	b A nj o n b o r n O	tatsama
ব্যত্যয়	b A t t o y	native
ব্যপক	b A p O k	native
ব্যপম	b A p O m	native
ব্যপহরন	b A p O h o r O n	native
ব্যবকলন	b A b O k o l O n	native
ব্যয়	b A y	native
ব্যয়সহ	b A y o sh o h O	native
ব্যর্থ	b A r th O	native
ব্যস	b A sh	native
ব্যসন	b A sh O n	native
ব্যস্ত	b A st O	native
ব্যস্ততম	b A st O t o m O	native
ব্যহত	b A h O t O	native
ব্রংকহর্স্ট	br O ng k h o r s T	proper_noun
ব্রজ	br O j O	native
ব্রড	br O D	loanword
ব্রত	br O t o	native
ব্রন	br O n	native
ব্রহ্ম	br O m h O	tatsama
ব্রহ্মচর্য	br O m m o ch o r j O	tatsama
ব্ল	bl o	loanword
ব্লক	bl o k	loanword
ব্লকসহ	bl o k sh o h O	loanword
ব্লগ	bl O g	loanword
ব্লগসহ	bl o g sh o h O	loanword
ব্লন্ড	bl o n D	loanword
ব্লসম	bl O s O m	loanword
বৎ	b o t	native
বৎস	b o t sh O	native
বৎসর	b o t sh O r	native
বৎসল	b o t sh o l	native
ভ	bh o	native
ভংগ	bh o ng g O	native
ভংগকরন	bh o ng g o k o r o n	native
ভংগ্য	bh o ng g O	native
ভংত	bh o ng t O	native
ভকত	bh o k o t	native
ভক্ত	bh o kt O	native
ভক্ষ	bh O kkh O	tatsama
ভক্ষক	bh O kkh O k	tatsama
ভক্ষন	bh o kkh o n	tatsama
ভগ	bh o g O	native
ভগত	bh o g o t	native
ভগত্	bh o g o t	native
ভগন	bh o g o n	native
ভগন্দর	bh o g o nd o r	native
ভগবত	bh o g o b o t o	native
ভগবত্	bh o g o b o t	native
ভগবদ্দত্ত	bh o g o b o d d o tt O	native
ভগবদ্ভক্ত	bh o g o b o d bh o kt O	native
ভগবন	bh o g O b o n	native
ভগবৎ	bh o g O b o t	native
ভগ্ন	bh o g n O	native
ভগৎ	bh o g o t	native
ভচক্র	bh o ch o kr O	native
ভজকট	bh o j O k o T O	native
ভজন	bh o j O n	native
ভঞ্জক	bh o nj o k	tatsama
ভঞ্জন	bh o nj o n	tatsama
ভট	bh o T	native
ভটভট	bh o T bh o T	native
ভট্ট	bh o T T O	native
ভড়	bh o r	native
ভড়ং	bh o r o ng	native
ভড়ভড়	bh o r bh o r	native
ভদন্ত	bh o d o nt O	native
ভদ্র	bh o d r O	native
ভদ্রস্থ	bh o d r O sth O	native
ভন	bh o n	native
ভনভন	bh o n bh o n	native
ভন্ড	bh o n D O	native
ভব	bh o b O	native
ভবদহ	bh o b O d o h O	native
ভবন	bh o b O n	native
ভবনধস	bh o b o n dh o sh	native
ভবনসংলগ্ন	bh o b o n sh o ng l o g n O	native
ভবনসহ	bh o b O n sh o h O	native
ভব্য	bh O b b O	native
ভমর	bh o m o r	native
ভয়	bh o y	native
ভয়ংকর	bh o y o ng k o r	native
ভয়ংকরতম	bh o y o ng k o r t o m o	native
ভয়ডর	bh o y D o r	native
ভয়দ	bh o y O d	native
ভর	bh o r	native
ভরছন	bh o r o chh o n o	native
ভরণ	bh o r O n	tatsama
ভরত	bh o r O t	native
ভরন	bh o r O n	native
ভরন্ত	bh o r O nt O	native
ভরব	bh o r b o	native
ভরভর	bh o r bh o r	native
ভরম	bh o r O m	native
ভরল	bh o r l o	native
ভর্গ	bh o r g O	native
ভর্জন	bh o r j O n	native
ভর্তব্য	bh o r t O b b O	native
ভর্ৎসক	bh o r t sh o k	native
ভল	bh o l o	native
ভল্ট	bh o l T	loanword
ভশক	bh o sh o k	native
ভশল	bh o sh o l	native
ভস	bh o sh	native
ভসভস	bh o sh bh o sh	native
ভসম	bh o sh o m	native
ভস্তক	bh o st O k	native
ভস্ম	bh o sh sh O	tatsama
ভ্রংশ	bh r O ng sh O	native
ভ্রম	bh r O m O	native
ভ্রমণ	bh r O m O n	tatsama
ভ্রমন	bh r O m o n	native
ভ্রমনকর	bh r O m o n k o r	native
ভ্রমনরত	bh r O m O n r o t O	native
ভ্রমর	bh r O m O r	native
ভ্রমরক	bh r O m o r o k	native
ভ্রশ্ট	bh r O sh T O	native
ভ্রষ্ট	bh r O shT O	tatsama
ম	m o	native
মং	m o ng	native
মংগল	m o ng g o l	native
মংগলকর	m o ng g o l k o r	native
মংগলজনক	m o ng g o l j o n o k	native
মংগলময়	m o ng g o l m o y	native
মংমং	m o ng m o ng	native
মং্গল	m O ng g O l	native
মক	m o k	native
মকমক	m o k m o k	native
মকম্মল	m o k o mm o l	native
মকর	m o k O r	native
মকরন্দ	m o k O r o nd O	native
মক্কর	m o k k o r	native
মক্তব	m o kt o b	native
মক্স	m o k s	loanword
মখ	m o kh o	native
মখমল	m o kh m o l	native
মগ	m o g	native
মগজ	m o g O j	native
মগদ	m o g O d	native
মগন	m o g O n	native
মগ্ন	m o g n O	native
মচ	m o ch	native
মচ্ছব	m o ch chh o b	native
মচ্ছর	m o ch chh o r	native
মছনদ	m o sh n o d	native
মছলত	m o chh l o t	native
মজহব	m o j h o b	native
মজ্জন	m o j j o n	native
মঞ্চ	m o nch O	tatsama
মঞ্চক	m o nch o k	tatsama
মঞ্চসহ	m o nch O sh o h O	tatsama
মঞ্চস্থ	m o nch O sth O	tatsama
মঞ্জন	m o nj o n	tatsama
মঞ্জর	m o nj o r	tatsama
মট	m o T	native
মটমট	m o T m o T	native
মটর	m o T O r	native
মটরস	m o T O r s	loanword
মঠ	m o Th	native
মডস	m o D s	loanword
মড়ক	m o r o k	native
মড়ক্	m o r O k	native
মড়মড়	m o r m o r	native
মণ্ডপ	m o n D O p	tatsama
মত	m o t	native
মতন	m o t O n	native
মতলব	m o t l O b	native
মত্ত	m o tt O	native
মত্স্য	m o t sh O	native
মথ	m o th	native
মথন	m o th O n	native
মদ	m o d	native
মদক	m o d o k	native
মদত	m o d o t	native
মদদ	m o d o d	native
মদন	m o d O n	native
মদনগঞ্জ	m o d o n g o nj	tatsama
মদসহ	m o d sh o h O	native
মদ্য	m o d d O	native
মদ্যপ	m o d d O p	native
মদ্র	m o d r O	native
মধ্য	m O d dh O	native
মধ্যচর	m o d dh o ch o r	native
মধ্যনগর	m o d dh o n o g o r	native
মধ্যবয়স্ক	m o d dh o b o y o s k o	loanword
মধ্যম	m O d dh O m	native
মন	m o n	native
মনঃ	m o n o h sh o n dh i sh th o l e r o k sh e t r e p o r o p o d e r o p r o th o m o b o r n e r o d b i t b o u ch ch a r o n o	tatsama
মনঃকশ্ট	m o n o k o sh T O	tatsama
মনঃস্থ	m o n o sth O	tatsama
মনন	m o n O n	native
মনমথ	m o n m o th o	native
মনসব	m o n sh o b	native
মনস্ক	m o n o s k O	tatsama
মনস্তত্ত্ব	m o n O st o t t O	tatsama
মনস্থ	m o n O sth O	native
মন্ড	m o n D O	native
মন্ডন	m o n D o n	native
মন্ডপ	m o n D o p	native
মন্ডল	m o n D o l	native
মন্ডলসহ	m o n D o l sh o h O	native
মন্তব্য	m o nt O b b O	native
মন্তব্যসহ	m o nt o b b o sh o h O	native
মন্তর	m o nt O r	native
মন্ত্র	m o n t r O	native
মন্ত্রক	m o n t r O k	native
মন্থ	m o n th O	native
মন্থন	m o n th O n	native
মন্থর	m o n th o r	native
মন্দ	m o nd O	native
মন্দন	m o nd O n	native
মন্দর	m o nd o r	native
মন্দ্র	m o ndr O	native
মন্বন্তর	m o n O n t O r	native
মন্মথ	m o n m o th	native
মফস্বল	m o ph o sh sh o l	tatsama
মবলগ	m o b l o g	native
মবস	m o b s	loanword
মম	m o m O	native
মমত্ব	m o m O tt O	tatsama
মমর	m o m O r	native
ময়	m o y	native
ময়ংক	m o y O ng k O	native
মর	m o r	native
মরকত	m o r k o t	native
মরটন	m o r T o n	proper_noun
মরণপণ	m o r O n p o n	tatsama
মরত	m o r o t o	native
মরদ	m o r O d	native
মরন	m o r O n	native
মরনপন	m o r O n p o n	native
মরন্ত	m o r O nt O	native
মরব	m O r b O	native
মরম	m o r O m	native
মরমর	m o r O m o r O	native
মরল	m O r l O	native
মর্কট	m o r k o T	native
মর্গ	m o r g	loanword
মর্ত্য	m o r t O	native
মর্দন	m o r d O n	native
মর্দল	m o r d o l	native
মর্ম	m o r m O	native
মর্মর	m o r m O r	native
মল	m o l	native
মলন	m o l o n	native
মলম	m o l O m	loanword_nativized
মলমল	m o l m o l	native
মলয়	m o l o y	native
মল্ল	m o l l O	native
মশক	m o sh O k	native
মস	m o sh	native
মসনদ	m o sh n o d	native
মসমস	m o sh m o sh	native
মসলত	m o sh l o t	native
মস্ক	m o s k	loanword
মস্ত	m o st O	native
মস্তক	m o st O k	native
মস্তবড়	m o st o b o r o	native
মহ	m o h o	native
মহক	m o h o k	native
মহত	m o h o t	native
মহত্	m o h O t	native
মহত্তম	m O h O tt O m	native
মহত্তর	m o h O tt o r O	native
মহত্ত্ব	m o h O t t O	tatsama
মহনগর	m o h o n o g o r	native
মহন্ত	m o h O nt O	native
মহব্বত	m o h O b b O t	native
মহম্মদ	m o h O mm o d	native
মহর	m o h o r	native
মহরত	m o h O r o t	native
মহরম	m o h O r o m	native
মহররম	m o h O r r o m	native
মহল	m o h O l	native
মহলসহ	m o h o l sh o h O	native
মহৎ	m o h O t	native
ম্রক্ষন	m r O kkh O n	tatsama
মৎ	m o t	native
মৎত্রজ্জম	m o tr O j j o m	native
মৎস	m o t sh O	native
মৎসর	m o t sh o r	native
মৎস্য	m o t sh O	native
মৎস্যবন্দর	m o t sh o b o nd o r	native
মৎস্যভবন	m o t sh O bh o b O n	native
মৎস্যসম্পদ	m o t sh O sh o mp o d	native
ম–ম	m o m o	native
যত	j o t O	native
যতজন	j o t O j o n	native
যত্ন	j o t n O	native
যত্রতত্র	j o tr O t o tr O	native
যন্ত্র	j o n t r O	native
যব	j o b	native
যশবন্ত	j o sh b O nt O	native
র	r o	native
রং	r o ng	native
রংক	r o ng k O	native
রংগ	r o ng g O	native
রংগক	r o ng g o k	native
রংগন	r o ng g O n	native
রংগমঞ্চ	r o ng g o m o n ch O	native
রংচং	r o ng ch o ng	native
রংমহল	r o ng m o h o l	native
রংসহ	r o ng sh o h O	native
রক	r o k	native
রকম	r o k O m	native
রকমসকম	r o k O m sh o k O m	native
রক্ত	r o kt O	native
রক্তক্ষয়	r o kt o kkh o y	tatsama
রক্তক্ষরন	r o kt O kh o r O n	tatsama
রক্তদহ	r o kt o d o h o	native
রক্তবর্ন	r o kt O b o r n O	native
রক্তভরন	r o kt o bh o r o n	native
রক্তরস	r o kt o r o sh	native
রক্তসহ	r o kt o sh o h O	native
রক্ষ	r O kkh O	tatsama
রক্ষক	r o kkh O k	tatsama
রক্ষন	r o kkh o n	tatsama
রক্ষ্য	r O kkh O	tatsama
রগ	r o g	native
রগট	r o g o T	native
রগড়	r o g O r	native
রগরগ	r o g r o g	native
রচক	r o ch O k	native
রচন	r o ch O n	native
রজ	r o j	native
রজক	r o j O k	native
রজত	r o j o t	native
রজন	r o j O n	native
রজব	r o j O b	native
রজ্জব	r o j j O b	native
রঞ্জক	r o nj O k	tatsama
রঞ্জন	r o nj O n	tatsama
রট	r o T	native
রড	r o D	loanword
রডসহ	r o D sh o h O	loanword
রড়	r o r	native
রত	r o t O	native
রতন	r o t O n	native
রতনসহ	r o t o n sh o h O	native
রত্ন	r o t n O	native
রথ	r o th	native
রদ	r o d	native
রদবদল	r o d b o d o l	native
রন	r o n	native
রনন	r o n o n	native
রন্ড	r o n D O	native
রন্ধন	r o ndh o n	tatsama
রন্ধ্র	r o ndh r O	native
রনৎ	r o n O t	native
রপট	r o p O T	native
রপ্ত	r o p t O	native
রব	r o b	native
রবসন	r o b sh o n	native
রব্ধ	r o b dh O	native
রভস	r o bh o sh	native
রম	r o m	native
রমক	r o m O k	native
রমন	r o m O n	native
রম্বস	r o mb O sh	native
রম্য	r o m m O	native
রয়	r o y	native
রশদ	r o sh O d	native
রস	r o sh	native
রসদ	r o sh O d	native
রসন	r o sh O n	native
রসম	r o sh O m	native
রসময়	r o sh o m o y	native
রস্ক	r o s k	loanword
রহ	r o h O	native
রহঃ	r o h o h	tatsama
রহম	r o h O m	native
রহমত	r o h O m O t	native
রহমতগঞ্জ	r o h O m o t g o nj	proper_noun
রহস	r o h O sh	native
রহস্য	r o h O sh sh O	native
রহস্যজনক	r o h O sh sh O j o n O k	native
রহস্যময়	r o h O sh sh O m o i	native
র্	r o	native
র্থ	th o r	native
র–র	r o r o	native
ল	l o	native
লং	l o ng	native
লংক্লথ	l o ng kl o th	native
লংগ	l o ng g	native
লংঘন	l o ng gh O n	native
লক	l o k	native
লকব	l o k o b	native
লকলক	l o k l o k	native
লক্কড়	l o k k o r	native
লক্কড়ঝক্কড়	l o k k o r jh o k k o r	native
লক্কর	l o k k O r	native
লক্ষ	l o kkh O	tatsama
লক্ষক	l O kkh O k	tatsama
লক্ষন	l o kkh O n	tatsama
লক্ষ্মন	l o kkh O n	tatsama
লক্ষ্য	l o kkh O	tatsama
লক্ষ্যভ্রশ্ট	l o kkh O bh r O sh T O	tatsama
লক্ষ্যভ্রষ্ট	l o kkh O bh r O shT O	tatsama
লক্ষ্যস্থল	l O kkh O sth o l	tatsama
লগ	l o g	native
লগন	l o g O n	native
লগবগ	l o g b o g	native
লগ্ন	l o g n O	native
লগ্নক	l o g n o k	native
লচপচ	l o ch p o ch	native
লজ	l o j	native
লঞ্চ	l o nch	loanword
লঞ্চসহ	l o n ch sh o h O	native
লট	l o T	native
লটক	l o T O k	native
লটকন	l o T k o n	native
লটবহর	l o T b o h O r	native
লটরচটর	l o T O r ch o T O r	native
লটরপটর	l o T o r p o T o r	native
লড়	l o r	native
লড়ন	l o r O n	native
লড়ব	l o r b o	native
লণ	l o n	tatsama
লণ্ঠন	l o n Th O n	tatsama
লদপদ	l o d p o d	native
লন	l o n	native
লন্ঠন	l o n Th o n	native
লন্ডন	l o n D O n	proper_noun
লন্ডনসহ	l o n D o n sh o h O	proper_noun
লন্ডভন্ড	l o n D o bh o n D O	native
লপরচপর	l o p O r ch o p O r	native
লপ্ত	l o p t O	native
লব	l o b	native
লবংগ	l o b o ng g o	native
লবঙ্গ	l o b O ngg O	native
লবণ	l o b O n	tatsama
লবন	l o b O n	native
লবনসহ	l o b o n sh o h O	native
লব্জ	l o b j O	loanword_nativized
লব্ধ	l o b dh O	native
লম্প	l o mp O	native
লম্পট	l o mp O T	native
লম্ফ	l o m ph O	native
লম্ফঝম্ফ	l o m ph o jh o m ph O	native
লম্ব	l o mb O	native
লয়	l o y	native
লর	l o r	native
লর্ড	l o r D	loanword
লর্ডস	l o r D s	loanword
ললন	l o l O n	native
ললৎ	l o l O t	native
লস	l o s	loanword
লসন	l o sh o n	native
লস্কর	l o s k o r	loanword
লস্ট	l o s T	loanword
লহ	l o h O	native
লহর	l o h O r	native
শ	sh o	native
শংকর	sh o ng k O r	native
শংখ	sh o ng kh O	native
শক	sh o k	loanword
শকট	sh o k O T	native
শকল	sh o k o l	native
শক্ত	sh o kt O	native
শক্য	sh O k k O	native
শক্র	sh o kr O	native
শখ	sh o kh	native
শঙ্খ	sh o ng kh O	native
শট	sh o T	native
শটন	sh o T O n	native
শটস	sh o T sh	native
শট্কর্ম	sh o T k o r m O	native
শট্চক্র	sh o T ch o kr O	native
শট্পদ	sh o T p o d O	native
শট্প্রজ্ঞ	sh o T pr O g g O	tatsama
শঠ	sh o Th	native
শড়ংগ	sh o r O ng g O	native
শড়ংগক	sh o r O ng g O k	native
শড়জন্ত্র	sh o r O j o nt r O	native
শড়জন্ত্রসহ	sh o r o j o nt r O sh o h O	native
শণ	sh o n	tatsama
শত	sh o t O	native
শতক	sh o t O k	native
শতকসহ	sh o t O k sh o h O	native
শতজন	sh o t o j o n	native
শততম	sh o t O t o m O	native
শতদল	sh o t O d o l	native
শতবর্ষ	sh o t O b o r sh O	native
শতম	sh o t o m	native
শতরঞ্জ	sh o t o r o n j O	native
শতলক্ষ	sh o t o l o kkh O	tatsama
শতশত	sh o t O sh o t O	native
শত্ব	sh o t t O	tatsama
শন	sh o n	loanword
শনশন	sh o n sh o n	native
শন্ড	sh o n D O	native
শন্ঢ	sh o n Dh O	native
শপ	sh o p	loanword
শপথ	sh o p O th	native
শপথগ্রহন	sh o p O th gr O h O n	native
শপ্ত	sh o p t O	native
শফর	sh o ph o r	native
শব	sh o b	native
শবনম	sh o b n O m	native
শবর	sh o b O r	native
শবল	sh o b o l	native
শব্দ	sh o b d O	native
শব্দকর	sh o b d o k o r	native
শব্দগত	sh o b d o g o t o	native
শব্দচয়ন	sh o b d o ch o y o n	native
শব্দজন্ত্র	sh o b d o j o nt r O	native
শব্দতরংগ	sh o b d o t o r o ng g o	native
শব্দদ্বয়	sh o b d o d d o y	native
শব্দবন্ধ	sh o b d o b o ndh O	native
শম	sh o m	native
শমন	sh o m O n	native
শম্ব	sh o mb O	native
শয়ন	sh o y O n	native
শয়নকক্ষ	sh o y o n k o kkh O	tatsama
শর	sh o r	native
শরগরম	sh o r g o r O m	native
শরচ্চন্দ্র	sh o r O ch ch o ndr O	native
শরত	sh o r o t	native
শরত্	sh o r o t	native
শরত্চন্দ্র	sh o r o t ch o n o d r O	native
শরদ	sh o r o d o	native
শরন	sh o r O n	native
শরফ	sh o r O ph	native
শরবত	sh o r b o t	loanword_nativized
শরভ	sh o r O bh	native
শরম	sh o r O m	native
শর্ট	sh o r o T	loanword
শর্টস	sh o r T sh	loanword
শর্ত	sh o r t O	native
শর্ব	sh o r b O	native
শর্বর	sh o r b O r	native
শর্ম	sh o r m O	native
শরৎ	sh o r O t	native
শরৎচন্দ্র	sh o r O t ch o ndr O	native
শলভ	sh o l o bh	native
শল্য	sh o l l O	native
শশধর	sh o sh dh o r	native
শশব্যস্ত	sh o sh o b A st O	native
শশ্ঠ	sh o sh Th O	native
শশ্ঠত	sh o sh Th o t o	native
শশ্ঠদশ	sh o sh Th o d o sh	native
শশ্বৎ	sh o sh sh o t	tatsama
শস্ত্র	sh o st r O	native
শস্য	sh O sh sh O	native
শহদ	sh o h O d	native
শহর	sh o h O r	native
শহরময়	sh o h o r m o y o	native
শহরসংলগ্ন	sh o h o r sh o ng l o g n O	native
শহরসহ	sh o h O r sh o h O	native
শ্টক	s T o k	loanword
শ্ঠ	sh Th O	native
শ্ব	sh o h	tatsama
শ্বদন্ত	sh o d o nt O	tatsama
শ্বসন	sh o sh o n	tatsama
শ্যন	sh j o n	native
শ্রফ	s r O ph	native
শ্রবণ	s r O b O n	tatsama
শ্রবণযন্ত্র	s r O b O n j o n t r O	tatsama
শ্রবন	s r O b o n	native
শ্রবনজন্ত্র	s r O b o n j o nt r O	native
শ্রম	s r O m	native
শ্রমঘন	s r O m O gh o n O	native
শ্রমন	s r O m O n	native
শ্লথ	sh l o th	native
ষষ্ঠ	sh o shTh O	tatsama
স	sh o	native
সং	sh o ng	native
সংকট	sh o ng k o T	native
সংকটজনক	sh o ng k o T j o n o k	native
সংকটময়	sh o ng k o T m o y	native
সংকটসহ	sh o ng k o T sh o h O	native
সংকর	sh o ng k O r	native
সংকর্ষন	sh o ng k o r sh o n	native
সংকলক	sh o ng k o l o k	native
সংকলন	sh o ng k o l O n	native
সংকল্প	sh o ng k o l p O	native
সংকল্পবদ্ধ	sh o ng k o l p O b o d dh O	tatsama
সংক্রমন	sh o ng kr O m O n	native
সংখ্যক	sh o ng kh o k	native
সংগ	sh o ng g O	native
সংগঠক	sh o ng g o Th O k	native
সংগঠকসহ	sh o ng g o Th o k sh o h O	native
সংগঠন	sh o ng g o Th O n	native
সংগঠনসহ	sh o ng g o Th o n sh o h O	native
সংগত	sh o ng g o t O	native
সংগম	sh o ng g o m	native
সংগ্রহ	sh o ng gr O h O	native
সংগ্রহসহ	sh o ng gr O h o sh o h O	native
সংঘ	sh o ng gh O	native
সংঘটক	sh o ng gh o T O k	native
সংঘটন	sh o ng gh o T O n	native
সংঘবদ্ধ	sh o ng gh o b o d dh O	tatsama
সংঘর্ষ	sh o ng gh o r sh O	tatsama
সংঘর্ষপ্রবন	sh o ng gh o r sh o p r O b o n	native
সংঘসহ	sh o ng gh o sh o h O	native
সংজত	sh o ng j o t O	native
সংজম	sh o ng j o m	native
সংনমন	sh o ng n o m O n	native
সংবরন	sh o ng b o r o n	native
সংবর্ত	sh o ng b o r t O	native
সংবর্ধক	sh o ng b o r dh O k	native
সংবহ	sh o ng b o h O	native
সংবহন	sh o ng b O h O n	native
সংবৎ	sh o ng b o t	native
সংবৎসর	sh o ng b o t sh o r	native
সংরক্ষক	sh o ng r o kkh O k	tatsama
সংরক্ষণ	sh o ng r o kkh o n	tatsama
সংরক্ষন	sh o ng r o kkh o n	tatsama
সংরক্ষনসহ	sh o ng r o kkh o n sh o h O	tatsama
সংরন	sh o ng r O n	native
সংরব্ধ	sh o ng r o b dh O	native
সংর্ঘশ	sh o ng gh o r sh o	native
সংলগ্ন	sh o ng l o g n O	native
সংশপ্তক	sh o ng sh o p t o k	native
সংশয়	sh o ng sh o y	native
সংশ্রব	sh o ng s r O b	native
সংশ্রয়	sh o ng s r o y	native
সংস	sh o ng sh o	native
সংসক্ত	sh o ng sh o kt O	native
সংসদ	sh o ng sh O d	native
সংসদকক্ষ	sh o ng sh o d k o kkh O	tatsama
সংসদসহ	sh o ng sh o d sh o h O	native
সংসর্গ	sh o ng sh o r g O	native
সংস্করণ	sh o ng sh k o r O n	tatsama
সংস্করন	sh o ng s k o r o n	loanword
সংস্পর্শ	sh o ng s p o r sh O	tatsama
সংস্মরন	sh o ng sh o r O n	native
সংস্রব	sh o ng s r O b	native
সংহত	sh o ng h o t O	native
সংহরন	sh o ng h o r O n	native
সংহর্ষ	sh o ng h o r sh O	native
সক	sh o k	native
সকন্টক	sh o k o n T o k	native
সকর্দম	sh o k o r d o m	native
সকর্মক	sh o k o r m o k	native
সকল	sh o k O l	native
সক্কর	sh o k k o r	native
সক্ত	sh o kt O	native
