শিশুটি	sh i sh u T i
লড়বে	l O r b e
মাধ্যমিকের	m a d dh O m i k e r
লণ্ঠন	l o n Th O n
দুগ্ধপরীক্ষার	d u g dh O p O r i kkh a r
পরিবেশবাদীরা	p O r i b e sh b a d i r a
স্নিগ্ধতা	sn i g dh O t a
অংশগ্রহন	o ng s O g r O h O n
প্রত্যাহার	pr O t t a h a r
বিশেষজ্ঞ	b i sh e sh o g g O
তৃণমূলের	t ri n O m u l e r
স্ট্যালিন	s T A l i n
খেতাম	kh e t a m
অমৃত	o m ri t O
স্মৃতিভ্রংশ	s r i t i bh r o ng sh O
পথচারীকে	p o th O ch a r i k e
চললেও	ch O l l e O
অশ্রু	O s r u
ঈশ্বরের	i sh sh o r e r
পূরণে	p u r O n e
অবলা	o b O l a
অপরিকল্পিত	o p O r i k O l p i t O
অন্যটিকে	O n n O T i k e
গাছগাছালি	g a chh g a chh a l i
লেখ	l e kh O
বর্ধনশীল	b o r dh O n sh i l
মেধাবীরা	m e dh a b i r a
গুলিটি	g u l i T i
পপলু	p O p l u
স্থাপত্যকলা	sth a p O t t O k o l a
লাগামহীন	l a g a m h i n
বেষ্টনীতে	b e shT O n i t e
ল্যাবরেটরি	l A b O r e T O r i
আমানতকারীদের	a m a n O t k a r i d e r
প্রাণকে	pr a n k e
শনাক্তকারী	sh o n a kt O k a r i
কবে	k o b e
ক্লান্তিহীন	kl a nt i h i n
নাকি	n a k i
টুকরার	T u k r a r
ছেঁকে	chh e~ k e
তোষক	t O sh O k
হরকাতুল	h o r k a t u l
অবশ্যকর্তব্য	o b O sh sh O k O r t O b b O
অক্ষাংশ	o kkh a ng sh O
ভিন্নভাবে	bh i nn O bh a b e
ইমপ্লান্ট	i m p l a n T
নাভি	n a bh i
লঞ্চটির	l o nch T i r
অন্যবার	O n n O b a r
সমস্যাটি	sh o m O sh sh a T i
শেষোক্ত	sh e sh O kt O
বিএমইটির	b i e m i T i r
তিমিরে	t i m i r e
স্পিনিং	s p i n i ng
শহরের	sh o h O r e r
ভুক্ত	bh u kt O
থানাহাজতে	th a n a h a j O t e
বিভূতি	b i bh u t i
নবীনের	n O b i n e r
ফেলবে	ph e l b e
কিডনিতে	k i D n i t e
আব্রু	a br u
শিল্পমন্ত্রী	sh i l p O m O n t r i
হাসপতালে	h a sh p a t a l e
ডাচরা	D a ch r a
তহবিলের	t o h O b i l e r
আমদানীকৃত	a m d a n i k ri t O
তৃনমূল	t ri n O m u l
ঝুঁকতে	jh u~ k t e
ভালোবাসছে	bh a l O b a sh chh e
বেডশিট	b e D sh i T
পক্ষান্তরে	p O kkh a nt o r e
জানালে	j a n a l e
জ্ঞানদান	g A n d a n
মহতী	m o h O t i
নাট্যকর্মী	n a T T O k O r m i
রাহাতকে	r a h a t k e
স্বাস্থ্যের	sh a s th e r
পরিচালকও	p O r i ch a l O k O
মেক্সিকান	m e k s i k a n
লরিতে	l o r i t e
ঘামতে	gh a m t e
পরিচালিত	p O r i ch a l i t O
নব্য	n O b b O
মোষের	m O sh e r
বন্ধু	b O ndh u
ঘুমের	gh u m e r
লেবুতে	l e b u t e
বেরোনো	b e r O n O
গুণাবলীর	g u n a b O l i r
ধারে	dh a r e
বিপিএল	b i p i e l
কতগুলো	k o t O g u l O
বিভাগ	b i bh a g
পাগলি	p a g l i
ক্লাবটি	kl a b T i
ধরিল	dh O r i l O
সহিষ্ণুতা	sh o h i shN u t a
দরদর	d o r d o r
রেলিং	r e l i ng
মালহোত্রা	m a l h O tr a
মশগুল	m O sh g u l
ডুব	D u b
ধরত	dh O r t O
জীবনবোধের	j i b O n b O dh e r
পিষ্ট	p i shT O
কানে	k a n e
ক্যান্সারও	k A n s a r O
নাসরিন	n a s r i n
অনুসরণ	O n u sh o r O n
রেবেল	r e b e l
ফোনের	ph O n e r
মেলানোর	m e l a n O r
প্রকম্পিত	pr O k O mp i t O
নববী	n o b O b i
ঋণদান	ri n d a n
বিএলএফ	b i e l e ph
ব্লো	bl O
বাসটিকে	b a s T i k e
কর্মসংস্থানে	k o r m O sh o ng sth a n e
প্রতিবিঘা	pr O t i b i gh a
পরিবহন	p O r i b o h O n
দ্বিপাক্ষিক	d i p a kkh i k
আবহসংগীত	a b O h O sh O ng g i t
ঘুমটা	gh u m T a
মোহিতলাল	m O h i t l a l
পরিকল্পনাকারী	p O r i k o l p O n a k a r i
থ্রিজির	th r i j i r
ধর্ষনের	dh o r sh O n e r
চারপাশ	ch a r p a sh
অনুযায়ী	O n u j a i
সন্ত্রাসবিরোধী	sh o n t r a sh b i r O dh i
সন্তোষ	s o nt O sh
সংসদেরস্পীকারের	sh o ng sh O d e r s p i k a r e r
বিদআত	b i d a t
যেগুলোতে	j e g u l O t e
সংবর্ধিত	sh o ng b O r dh i t O
কক্ষটি	k O kkh O T i
প্রেসক্লাবে	pr e s k l a b e
মিছিলসহ	m i chh i l sh o h O
রিভিশন	r i bh i sh o n
পরমাণুর	p o r O m a n u r
পুত্রসন্তানের	p u tr O sh o nt a n e r
গুণী	g u n i
বাছের	b a chh e r
অর্থও	o r th O O
আক্রমণকারীরা	a kr O m O n k a r i r a
কচা	k o ch a
হোস্টেলের	h O s T e l e r
প্রদর্শনকারি	pr O d O r sh O n k a r i
গণমাধ্যমের	g o n o m a d dh O m e r
চুমুর	ch u m u r
ডাবিং	D a b i ng
ব্যথার	b A th a r
জাদুঘরটি	j a d u gh o r T i
উভকামী	u bh O k a m i
লক্ষ্মণের	l o kkh O n e r
আবেদের	a b e d e r
বাসগুলো	b a s g u l O
গতিবিধি	g O t i b i dh i
বসবাসরতদের	b o sh O b a sh r o t O d e r
মূর্তিমান	m u r t i m a n
প্রতিপালনের	pr O t i p a l O n e r
ড্রেজিং	D r e j i ng
চির	ch i r
কমপ্লেক্স	k o m p l e k s
অনুসন্ধানী	O n u sh o ndh a n i
প্রপোজ	pr O p O j
চলাচলের	ch o l a ch o l e r
কাকিমা	k a k i m a
যন্ত্রণার	j o n t r O n a r
গে	g e
লেখাকে	l e kh a k e
খোন্দকার	kh O nd O k a r
শেষতক	sh e sh t o k
কানকাটা	k a n k a T a
আত্মঘাতী	a t t O gh a t i
সমাধিটি	sh o m a dh i T i
শেয়ারহোল্ডারদের	sh e a r h O l D a r d e r
দ্রুততা	d r u t O t a
পরাশক্তিকে	p o r a sh O kt i k e
প্রস্রাবের	pr O s r a b e r
অর্ধযুগ	o r dh O j u g
কপালে	k o p a l e
গ্রাফিন	gr a ph i n
ফলটির	ph o l T i r
ভোজ	bh O j
তাৎক্ষণিক	t a t kh O n i k
সরলভাবে	sh o r O l bh a b e
অর্থপ্রাপ্তি	o r th O pr a p t i
ঝালরের	jh a l O r e r
ভিত্তিহীন	bh i tt i h i n
এরিয়াতে	e r i a t e
প্রক্রিয়া	p r O k r i a
রাঁচি	r a~ ch i
অসফল	o sh o ph O l
বাঁদী	b a~ d i
ডেভেলপমেন্টের	D e bh e l o p m e n T e r
আমিতো	a m i t O
লেনি	l e n i
মূলনীতি	m u l n i t i
চলক	ch o l O k
চাপাতিসহ	ch a p a t i sh o h O
বোদা	b O d a
জ্ঞানমূলক	g A n m u l O k
বুঝলে	b u jh l e
ছবিটি	chh O b i T i
ঋধীমান	r i dh i m a n
কাঁচ	k a~ ch
উপশহরের	u p O sh o h O r e r
অগ্রদূত	o gr O d u t
কিবোর্ড	k i b O r D
প্রার্থীদের	pr a r th i d e r
ভিক্ষাবৃত্তির	bh i k kh a b r i t t i r
ঘটানো	gh o T a n O
বাউন্ডারির	b a u n D a r i r
তাঁতিরা	t a~ t i r a
ধ্রুবক	dh r u b o k
অলিগলি	O l i g O l i
ফিক্সিং	ph i k s i ng
কবুতর	k O b u t o r
স্বার্থ	sh a r th O
পাশ	p a sh
মিষ্টিসহ	m i shT i sh o h O
বৃষ্টিতে	b r i sh T i t e
স্পেনীয়	s p e n i O
একমনে	E k m O n e
তুলা	t u l a
বিজিএমইএর	b i j i e m i e r
শরীর	sh O r i r
বন্ধুপ্রতীম	b O ndh u pr O t i m
ফলমূলের	ph o l m u l e r
সংশ্লিষ্ঠ	sh o ng s l i shTh O
ষোড়শভূজা	sh O r O sh bh u j a
হেরেছে	h e r e chh e
টিপটিপ	T i p T i p
খাঁজকাটা	kh a~ j k a T a
বিক্রেতার	b i kr e t a r
প্রবেশদ্বার	pr O b e sh d a r
বিচ্যুতির	b i ch ch u t i r
বাপে	b a p e
হস্তান্তর	h o st a nt o r
ব্রকলি	br O k O l i
ইগো	i g O
ব্যক্তিত্বদের	b e kt i tt O d e r
ক্যাথলিক	k A th O l i k
তিনটেতে	t i n T e t e
অনেক	o n e k
কুখ্যাত	k u k kh A t O
অশিক্ষিত	o sh i kkh i t O
গুণীজন	g u n i j o n
ভাবখানা	bh a b kh a n a
অনুকূলে	O n u k u l e
আকুলতা	a k u l o t a
শেখালেন	sh e kh a l e n
বিচ্ছিন্নতার	b i ch chh i nn O t a r
ঠেকে	Th e k e
ব্যালটে	b A l O T e
প্রত্যাবর্তনের	pr O t t a b o r t O n e r
পীরের	p i r e r
ইলাস্ট্রেশন	i l a s T r e sh o n
সহাবস্থান	sh o h a b O sth a n
আবশ্যিক	a b O s s i k
করতি	k O r t i
অমলের	o m O l e r
পত্নী	p O t n i
ক্রীড়াবিদ	kr i r a b i d
দেখালেন	d E kh a l e n
খ্রিস্টপূর্বাব্দে	kh r i s T O p u r b a b d e
ইনস্টলের	i n s T o l e r
অংশগ্রহনের	o ng sh O gr O h O n e r
দরপত্রের	d o r p o tr e r
নিনটেনডো	n i n T e n D O
আরেকটা	a r e k T a
চাঁদের	ch a~ d e r
স্থানকে	sth a n k e
চাতালে	ch a t a l e
বক্স	b o k s
নিরাপত্তাব্যবস্থা	n i r a p o t t a b A b O s th a
ধরলো	dh O r l O
যুবক	j u b o k
জাটকা	j a T k a
দখলসহ	d o kh O l sh o h O
যকৃৎ	j o k r i t
ক্যাচ	k A ch
এতো	E t O
বনভোজনের	b o n bh O j O n e r
তালাবদ্ধ	t a l a b o d dh O
পারতে	p a r t e
কমি	k O m i
খানই	kh a n i
তেরা	t e r a
খাক	kh a k
বিকৃতি	b i k r i t i
অন্দরে	o nd O r e
প্রতিযোগিতাটি	pr O t i j O g i t a T i
সংলাপে	sh o ng l a p e
রিপোর্টের	r i p O r T e r
অন্তর্ধান	o nt O r dh a n
চার্ট	ch a r T
গোলরক্ষকদের	g O l r o kkh O k d e r
খুকু	kh u k u
শিল্পাঞ্চল	sh i l p a nch o l
পত্রিকান্তরে	p O tr i k a nt o r e
কটূক্তির	k O T u kt i r
ধারণ	dh a r O n
দেখছেন	d e kh chh e n
সপ্তাহের	sh o p t a h e r
বলেছে	b O l e chh e
মুকুট	m u k u T
তা	t a
জ্ঞানগর্ভ	g E n g o r bh O
বাকীটা	b a k i T a
প্রতিবাদকারীরা	pr O t i b a d k a r i r a
ডোবাতে	D O b a t e
গানগুলোর	g a n g u l O r
শীতলক্ষ্যা	sh i t O l o kkh a
ত্রিরত্নের	tr i r o t n e r
বিকেলটা	b i k e l T a
দুদেশের	d u d e sh e r
নামান্তর	n a m a nt o r
শান্তকে	sh a nt O k e
থাবা	th a b a
পদপ্রার্থীরা	p o d O pr a r th i r a
ছুটন্ত	chh u T O nt O
প্রার্থীকে	pr a r th i k e
মরণাপন্ন	m o r O n a p O nn O
পালের	p a l e r
স্কুলই	s k u l i
হামলাগুলো	h a m l a g u l O
সতীন	sh O t i n
তীরবর্তী	t i r O b O r t i
টেস্টের	T e s T e r
আবেদনও	a b e d O n O
তিনাশে	t i n a sh e
উত্থানে	u t th a n e
মেরুকরণ	m e r u k o r O n
বিবরণও	b i b o r o n O
শান্তশিষ্ট	sh a nt O sh i shT O
এভরিথিং	e bh r i th i ng
আন্তোনিও	a nt O n i O
নিঃসরণের	n i sh sh o r O n e r
ঋত্বিক	r i t t i k
যথেষ্ঠ	j o th e shTh O
দ্বীপকে	d i p k e
প্রভিশন	pr O bh i sh o n
যোগাযোগও	j O g a j O g O
চিপ	ch i p
পরিজন	p O r i j o n
বরেণ্য	b o r e n n O
গাংনী	g a ng n i
প্রচ্ছন্ন	pr O ch chh o nn O
সবধরণের	sh o b dh o r O n e r
গার্মেন্ট	g a r m e n T
বিশ্বাসঘাতকতা	b i sh sh a sh gh a t O k o t a
রনো	r o n O
বিবেক	b i b e k
আশকারা	a sh k a r a
হুম	h u m
কলামগুলো	k o l a m g u l O
ব্যাং	b A ng
ইবাদতের	i b a d o t e r
রন্ধন	r o ndh o n
ভক্তির	bh O kt i r
চোখও	ch O kh O
খ্যাত	kh A t
জীবিকার	j i b i k a r
রাষ্ট্রদূত	r a sh T r O d u t
এগারোর	E g a r O r
পিত্তথলিতে	p i tt O th O l i t e
কিনতে	k i n t e
বিচের	b i ch e r
আবের	a b e r
সহযোগীরা	sh o h O j O g i r a
মানুষও	m a n u sh O
কর্মীও	k O r m i O
অনুকার	O n u k a r
আলোকিত	a l O k i t O
সর্ব	sh o r b O
নীতীশ	n i t i sh
জননেতা	j o n O n e t a
রিজিওনাল	r i j i O n a l
উজবেক	u j b e k
কাটো	k a T O
ভূতে	bh u t e
নম্বরগুলো	n o mb O r g u l O
বিরোধে	b i r O dh e
বিতণ্ডা	b i t o n D a
খামারের	kh a m a r e r
বিপত্নীক	b i p O t n i k
জাদুকরের	j a d u k o r e r
এঁকে	e~ k e
ব্রেন	br e n
প্রশ্নেও	pr O sh n e O
নামটিও	n a m T i O
আর্থারের	a r th a r e r
কালীবাড়ী	k a l i b a r i
বন্ধুপ্রতিম	b O ndh u pr O t i m
উপসংহার	u p O sh o ng h a r
লোকেরা	l O k e r a
ঝিনুক	jh i n u k
নজরুলসংগীতের	n O j r u l sh O ng g i t e r
সঙ্গীত	sh O ngg i t
দোলা	d O l a
পিতা	p i t a
রাজত্ব	r a j O tt O
পুরুত্ব	p u r u tt O
শ্রবণে	s r O b O n e
পাদুকার	p a d u k a r
ধাক্কাধাক্কি	dh a k k a dh a k k i
বোঝাতে	b O jh a t e
ইকোনমিস্ট	i k O n o m i s T
ঘটনাগুলো	gh o T O n a g u l O
একান্তভাবে	e k a nt O bh a b e
স্বাস্থ্যরক্ষা	sh a s th O r o kkh a
ব্যাপারের	b A p a r e r
নাভিম	n a bh i m
আবরণে	a b O r o n e
তুরস্ককে	t u r o sh k O k e
উপেক্ষার	u p e kkh a r
রণেশ	r o n e sh
অভিযাত্রীর	O bh i j a tr i r
অভিভাবকদের	O bh i bh a b o k d e r
কাঁচে	k a~ ch e
স্টেশনকে	s T e sh o n k e
ভিক্ষুর	bh i kkh u r
রক্তবাহী	r o kt O b a h i
লগন	l o g O n
রক্তনালীর	r o kt O n a l i r
সম্পাদনার	sh o mp a d O n a r
ইলেভেন	i l e bh e n
যুদ্ধংদেহী	j u d dh o ng d e h i
প্রোস্টেট	p r O sh T e T
লাগানো	l a g a n O
সমুন্নত	sh o m u nn o t O
ড্রতে	D r o t e
দ্বিগুণেরও	d i g u n e r O
আতিকের	a t i k e r
পানিবণ্টন	p a n i b o n T O n
অষ্টাদশ	o shT a d o sh
আকাউন্টে	a k a u n T e
নেতানেত্রীর	n e t a n e tr i r
গ্রহনযোগ্য	gr O h O n j O g g O
সম্মুখযুদ্ধে	sh o mm u kh j u d dh e
অনুদানে	O n u d a n e
পাটন	p a T O n
পড়েছে	p O r e chh e
হৃষিকেশ	r i sh i k e sh
সম্মতিতে	sh o mm O t i t e
ইন্না	i nn a
ঝুঁকিভাতা	jh u~ k i bh a t a
বেলও	b e l O
মাতালেন	m a t a l e n
জেনারেল	j e n a r e l
সন্নিবেশিত	sh o nn i b e sh i t O
বৃ	b r i
মাশুল	m a sh u l
কক্ষটিতে	k o kkh O T i t e
ব্যবস্থার	b A b O sth a r
লাশসহ	l a sh sh o h O
সরের	sh o r e r
হোন	h O n
গাছটা	g a chh T a
শব্দবহুল	sh o b d O b O h u l
মাদারের	m a d a r e r
গেমিং	g e m i ng
বেজে	b e j e
কর্মকাণ্ডও	k o r m O k a n D O O
মিলটি	m i l T i
সম্পদই	sh o mp o d i
চ্যাটে	ch A T e
ধানে	dh a n e
স্মৃতিগুলো	s r i t i g u l O
মন্দা	m o nd a
দুপাশে	d u p a sh e
বিকল্পধারা	b i k o l p O dh a r a
বাদ্যযন্ত্রে	b a d d O j o n t r e
আনুকূল্য	a n u k u l l O
মাঝনদীতে	m a jh n O d i t e
ধাক্কা	dh a k k a
শাস্ত্রী	sh a s t r i
দাবদাহে	d a b O d a h e
ভাণ্ডারকে	bh a n D a r k e
দানাদার	d a n a d a r
পানিপথে	p a n i p o th e
শিশুর	sh i sh u r
হাউজগুলোতে	h a u j g u l O t e
অভিযোগপত্রও	O bh i j O g p o tr O
সম্বলিত	sh o mb O l i t O
সংশ্লিষ্টদের	sh o ng s l i shT O d e r
কূট	k u T
আতশবাজি	a t O sh b a j i
দ্রবীভূত	d r O b i bh u t O
অনুধাবনে	O n u dh a b O n e
গৃহকর্তার	g r i h O k o r t a r
নেতিবাচক	n e t i b a ch o k
ব্রেট	br e T
কাণ্ডারী	k a n D a r i
রুহী	r u h i
বাণ	b a n
ধ্বংসস্তূপে	dh o ng sh O s t u p e
ধাম	dh a m
ঘটেছিল	gh O T e chh i l O
তথা	t o th a
কাঁটাবনের	k a~ T a b o n e r
রেলগাড়ি	r e l g a r i
কোকা	k O k a
ধনের	dh o n e r
চালকই	ch a l O k i
বিক্ষোভকারীরা	b i kkh O bh k a r i r a
ফ্রিজসহ	ph r i j sh o h O
স্পর্শের	s p o r sh e r
রূপে	r u p e
যেটার	j e T a r
প্রক্সি	pr O k s i
কনস্টেবলের	k o n s T e b o l e r
সমুদ্রবন্দরের	sh O m u d r O b o nd O r e r
পরিবেশবিদদের	p O r i b e sh b i d d e r
অভিভাবক	O bh i bh a b O k
মারুফ	m a r u ph
বন্দেগিতে	b O nd e g i t e
গভীরতর	g O bh i r O t o r O
একমাত্র	E k m a tr O
রিভার	r i bh a r
ছোটটি	chh O T O T i
বকবক	b o k b o k
পরিবারগুলো	p O r i b a r g u l O
সমবণ্টন	sh o m O b o n T o n
ঠুঁটো	Th u~ T O
এনেছিল	e n e chh i l O
পালিত	p a l i t O
মারেফাতের	m a r e ph a t e r
ধর্ষণচেষ্টার	dh o r sh o n ch e shT a r
একটুকু	e k T u k u
করণের	k o r O n e r
মুকুন্দ	m u k u nd O
পোস্টও	p O s T O
জুতাগুলো	j u t a g u l O
খুবই	kh u b i
এলাকাটিতে	e l a k a T i t e
কাঠামোর	k a Th a m O r
কবিদের	k O b i d e r
অর্ধবৃত্তাকার	o r dh O b r i t t a k a r
বিএমইটি	b i e m i T i
নাটের	n a T e r
ক্ষেতের	kh e t e r
স্বাধীনতাবিরোধীরা	sh a dh i n o t a b i r O dh i r a
জলাভূমির	j o l a bh u m i r
অফস্পিনারের	o ph s p i n a r e r
ভাবি	bh a b i
আনতাম	a n t a m
টিপুকে	T i p u k e
প্রতিচ্ছবি	pr O t i ch chh O b i
টিকেটের	T i k e T e r
ভর্তীচ্ছু	bh O r t i ch chh u
ধন্যবাদও	dh O n n O b a d O
হাতিরঝিল	h a t i r jh i l
মুভিটিতে	m u bh i T i t e
পদক্ষেপই	p o d O kkh e p i
কতখানি	k o t O kh a n i
ভুবন	bh u b o n
ফলদ	ph o l O d
জুটিটা	j u T i T a
উগরে	u g r e
আবুধাবী	a b u dh a b i
টুল	T u l
হারাটা	h a r a T a
রুকু	r u k u
আকারও	a k a r O
ঘটনাবলীর	gh o T O n a b O l i r
গরুটার	g O r u T a r
গহিনে	g O h i n e
হাজতি	h a j O t i
অসহিষ্ণুতা	o sh O h i sh n u t a
প্রাচীনকালে	pr a ch i n k a l e
বাগানগুলোতে	b a g a n g u l O t e
সমাজতন্ত্রী	sh o m a j t O n t r i
ফ্লেচারের	ph l e ch a r e r
ষোলশহর	sh O l O sh o h O r
নিমন্ত্রণপত্র	n i m O n t r O n p o tr O
গরজ	g o r O j
ঘুমহীন	gh u m h i n
অন্বেষা	o n n e sh a
টেলিস্কোপ	T e l i s k O p
পারফরমেন্সে	p a r ph o r m e n s e
পণ	p o n
সংক্রান্ত	s o ng k r a n t O
লঞ্চই	l o nch i
গবেষককে	g o b e sh o k k e
দুর্ভাগ্যবশত	d u r bh a g g O b o sh O t O
বানাব	b a n a b O
প্রমাদ	pr O m a d
গণপরিবহন	g o n O p O r i b o h O n
শ্রীলংকা	s r i l o ng k a
ফস্টার	ph o s T a r
জিব	j i b
প্রাচ্য	p r a ch ch O
অপমানকর	o p O m a n k o r
ইফতারে	i ph t a r e
স্পটগুলোতে	s p o T g u l O t e
সবল	sh o b o l
পন্থী	p O n th i
বলারই	b o l a r i
রবীন্দ্রসংগীতের	r O b i ndr O sh O ng g i t e r
কম্ম	k o mm O
অতৃপ্তি	o t r i p t i
স্থানগুলোর	sth a n g u l O r
ক্ষমতাকে	kh o m O t a k e
লোকটাকে	l O k T a k e
আদাকুচি	a d a k u ch i
অর্থহীনের	o r th O h i n e r
বেনাপোল	b e n a p O l
চালান	ch a l a n
ফাউন্ডেশনে	ph a u n D e sh o n e
স্ট্রাগল	s T r a g O l
কারখানাটিতে	k a r kh a n a T i t e
বটেশ্বরের	b o T e sh sh o r e r
ধাঁচে	dh a~ ch e
ফের্নান্দো	ph e r n a nd O
কাঁধ	k a~ dh
রিজভীসহ	r i j bh i sh o h O
ভাবনাটা	bh a b n a T a
শ্বসনে	sh o sh O n e
তলদেশের	t o l O d e sh e r
স্বতন্ত্র	sh o t o n t r O
পনেরটি	p o n e r O T i
পাটা	p a T a
আঁকছে	a~ k chh e
আঁকে	a~ k e
ইল	i l
শিশুমেলা	sh i sh u m e l a
শোক	sh O k
কারণই	k a r O n i
অগণন	o g o n O n
স্পষ্টবাদী	s p o shT O b a d i
গোলটি	g O l T i
স্বল্পতম	sh o l p O t o m O
কম্পমান	k o mp O m a n
বিশ্বামিত্র	b i sh sh a m i tr O
বেলো	b E l O
নির্দেশদাতা	n i r d e sh d a t a
বোধকরি	b O dh k O r i
জানালেন	j a n a l e n
আদিতমারী	a d i t O m a r i
অবতরণের	o b O t o r O n e r
মুকুল	m u k u l
ফন্টের	ph o n T e r
প্রহসনে	pr O h O sh o n e
কর্মপরিকল্পনা	k o r m O p O r i k o l p O n a
ক্ষরণের	kh o r O n e r
সহকারীর	sh o h O k a r i r
পরিচ্ছদের	p O r i ch chh o d e r
রাহিতুল	r a h i t u l
উন্নতিতে	u nn O t i t e
শাপলা	sh a p l a
রোবোটিক	r O b O T i k
অতিসত্বর	O t i sh o tt O r
জমাকৃত	j o m a k r i t O
শিক্ষার্থীরা	sh i kkh a r th i r a
ফিট	ph i T
ব্যথামুক্ত	b A th a m u kt O
খাদ	kh a d
চাকমা	ch a k m a
কাচারী	k a ch a r i
স্বল্পোন্নত	sh o l p O nn O t O
দাবিকে	d a b i k e
শিক্ষার	sh i kkh a r
অপপ্রচারের	o p O pr O ch a r e r
পার্টনারের	p a r T n a r e r
প্রতিযোগিতার	pr O t i j O g i t a r
শুনানী	sh u n a n i
বিদ্যমান	b i d d O m a n
খেতাবপ্রাপ্ত	kh e t a b pr a p t O
দাম্পত্য	d a mp O t t O
আপ	a p
ডিগ্রিধারীরা	D i gr i dh a r i r a
নীলাভ	n i l a bh
বস্তাভর্তি	b o st a bh O r t i
প্রথমিক	pr a th O m i k
বিরক্ত	b i r O kt O
পিচ	p i ch
যক্ষা	j o kkh a
নিষ্কাশনে	n i sh k a sh o n e
চটপট	ch o T p o T
এটাতে	e T a t e
কচিকাঁচা	k O ch i k a~ ch a
কলোনী	k o l O n i
গনি	g O n i
উপকারের	u p O k a r e r
ধর্মত্যাগী	dh o r m O t A g i
বালখিল্য	b a l kh i l l O
তাকাবেন	t a k a b e n
ভাজি	bh a j i
অপ্রকাশ্যে	o pr O k a sh sh e
গগের	g o g e r
নিখুঁতভাবে	n i kh u~ t bh a b e
বাহ্যত	b a j jh O t O
সহসম্পাদক	sh o h O sh o mp a d O k
রাষ্ট্রপে	r a s T r O p e
স্তম্ভটি	st o m bh O T i
ডিজিটের	D i j i T e r
শব্দকে	sh o b d O k e
থামছে	th a m chh e
আগামীর	a g a m i r
দিনগুলো	d i n g u l O
মুক্তিপন	m u kt i p o n
তীর্থের	t i r th e r
শুরা	sh u r a
পদোন্নতিবঞ্চিত	p o d O nn O t i b O nch i t O
প্রতিরক্ষা	pr O t i r o kkh a
মাঠকর্মীদের	m a Th k O r m i d e r
দূরান্ত	d u r a nt O
হারজিত	h a r j i t
সংগীতশিল্পীরা	sh O ng g i t sh i l p i r a
বান্দ	b a nd
ফলকের	ph o l O k e r
আবৃত্তি	a b r i t t i
শিক্ষার্থীসহ	sh i kkh a r th i sh o h O
সমালোচকদের	sh o m a l O ch O k d e r
আকুতি	a k u t i
ভাবলেশহীন	bh a b l e sh h i n
জিনা	j i n a
লঞ্চঘাটের	l o nch gh a T e r
বাসচালকের	b a s ch a l O k e r
ছোটার	chh O T a r
শোরুমগুলোতে	sh O r u m g u l O t e
জাদুকরদের	j a d u k o r d e r
পাদুকা	p a d u k a
বিশ্ববাণিজ্য	b i sh sh O b a n i j j O
চেরাগী	ch e r a g i
শংকর	sh o ng k O r
ট্যাক্সসহ	T A k s sh o h O
খ্রিষ্টধর্মের	kh r i shT O dh o r m e r
চ্যালেঞ্জটি	ch A l e nj T i
থাকুক	th a k u k
শিল্পনগরীতে	sh i l p O n o g O r i t e
পরশে	p o r O sh e
স্নাত	sn a t O
একগাদা	E k g a d a
লোনা	l O n a
ওগো	O g O
ব্যক্তিকে	b e kt i k e
বুলু	b u l u
ছাত্রসংসদ	chh a tr O sh o ng sh o d
পরণে	p o r O n e
ফিশপ্লেট	ph i sh p l e T
আন্টি	a n T i
উপরিভাগে	u p O r i bh a g e
উটপাখি	u T p a kh i
বেকারের	b e k a r e r
রিব	r i b
দুদিক	d u d i k
ঠিকাদারের	Th i k a d a r e r
জোগানদাতা	j O g a n d a t a
অবশিষ্ট	o b O sh i s T O
ঝুঁকিটা	jh u~ k i T a
পথপ্রদর্শক	p o th pr O d O r sh O k
মানপত্র	m a n p o tr O
তিনদিকে	t i n d i k e
তোষা	t O sh a
সবটা	sh o b T a
ঘষেটি	gh o sh e T i
মুক্তিযোদ্ধাদের	m u kt i j O d dh a d e r
বিক্ষোভও	b i kkh O bh O
ইভটিজিং	i bh T i j i ng
তাঁতশিল্পের	t a~ t sh i l p e r
ঝক্কি	jh O k k i
উদ্যোগই	u d d O g i
আটটি	a T T i
ঝি	jh i
টোনের	T O n e r
দণ্ডাদেশের	d o n D a d e sh e r
ভূমির	bh u m i r
কাঁদিতে	k a~ d i t e
শহরটি	sh o h O r T i
রোগজীবাণু	r O g j i b a n u
ধর্মপ্রচার	dh o r m O pr O ch a r
ডেল্টা	D e l T a
জলাধারে	j o l a dh a r e
ওঁকে	O~ k e
খাজানা	kh a j a n a
ফুটপাতে	ph u T p a t e
দেখভালের	d e kh bh a l e r
মুহূর্তগুলোর	m u h u r t O g u l O r
পিটিশন	p i T i sh o n
অনুষদে	O n u sh o d e
বডি	b o D i
শত্রুতে	sh O tr u t e
দেলেনা	d e l e n a
একটানা	E k T a n a
চার্টার	ch a r T a r
দিগন্ত	d i g o nt O
ক্যাম	k A m
নির্বুদ্ধিতা	n i r b u d dh i t a
পার্সেন্ট	p a r s e n T
দলনেতার	d o l O n e t a r
ভুলেননি	bh u l e n n i
মাশ্চেরানো	m a sh ch e r a n O
সবগুলোর	sh o b g u l O r
শিক্ষাও	sh i kkh a O
বিন্তি	b i nt i
পর্তুগালকে	p O r t u g a l k e
পরমা	p o r O m a
ধূমপান	dh u m p a n
যুবদল	j u b O d o l
ঘরগুলোর	gh o r g u l O r
